,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine(in-CC),Power(in-bhp),Colour,Seats,Price,company_name
3065,Toyota Etios,Kochi,2017,27100.0,Petrol,Manual,16.78,1496,88.73,Black/Silver,5.0,6.37,Toyota
3066,Jaguar XJ,Mumbai,2017,10501.0,Petrol,Automatic,9.43,1999,237.4,White,5.0,75.0,Jaguar
3067,Hyundai Verna,Mumbai,2011,58000.0,Petrol,Manual,17.01,1591,121.3,Black/Silver,5.0,4.0,Hyundai
3068,Honda City,Pune,2004,73500.0,Petrol,Manual,13.0,1343,90.0,White,5.0,1.3,Honda
3069,Toyota Innova,Kochi,2018,41736.0,Diesel,Automatic,11.36,2755,171.5,Black/Silver,7.0,19.92,Toyota
3070,Honda City,Mumbai,2011,84000.0,Petrol,Manual,16.8,1497,116.3,Others,5.0,3.25,Honda
3071,BMW 3,Bangalore,2014,47000.0,Diesel,Automatic,18.88,1995,184.0,White,5.0,25.5,BMW
3072,Hyundai Grand,Jaipur,2016,26946.0,Petrol,Manual,18.9,1197,82.0,White,5.0,4.45,Hyundai
3073,Maruti Eeco,Coimbatore,2016,42225.0,Petrol,Manual,15.1,1196,73.0,Black/Silver,7.0,4.3,Maruti
3074,Jeep Compass,Mumbai,2017,4000.0,Petrol,Automatic,16.0,1368,160.0,White,5.0,17.75,Jeep
3075,Mercedes-Benz A,Pune,2015,11000.0,Petrol,Automatic,15.5,1595,120.7,Black/Silver,5.0,16.0,Mercedes-Benz
3076,Maruti Alto,Pune,2012,38000.0,Petrol,Manual,19.7,796,46.3,Others,5.0,2.25,Maruti
3077,Hyundai i10,Chennai,2012,49000.0,Petrol,Manual,20.36,1197,78.9,White,5.0,3.0,Hyundai
3078,Honda CR-V,Jaipur,2006,80000.0,Petrol,Automatic,10.1,2354,152.0,Black/Silver,5.0,2.0,Honda
3079,Honda City,Coimbatore,2015,41950.0,Petrol,Automatic,18.0,1497,117.3,White,5.0,9.6,Honda
3080,Hyundai Elite,Kochi,2016,37540.0,Petrol,Manual,18.6,1197,81.86,Black/Silver,5.0,6.22,Hyundai
3081,Mahindra Scorpio,Chennai,2005,50000.0,Diesel,Manual,12.7,2609,116.6,White,8.0,1.94,Mahindra
3082,BMW 5,Hyderabad,2016,27000.0,Diesel,Automatic,18.59,2993,265.0,White,5.0,48.0,BMW
3083,Hyundai Verna,Kochi,2014,35642.0,Petrol,Automatic,17.01,1591,121.4,White,5.0,6.69,Hyundai
3084,Hyundai Elite,Kochi,2018,14223.0,Petrol,Manual,18.6,1197,81.86,Others,5.0,7.32,Hyundai
3085,Volkswagen Polo,Kochi,2015,26323.0,Petrol,Automatic,17.21,1197,103.5,Black/Silver,5.0,7.4,Volkswagen
3086,Honda Jazz,Mumbai,2016,31378.0,Petrol,Manual,18.2,1199,88.7,White,5.0,5.9,Honda
3087,Mercedes-Benz GLA,Kochi,2018,17773.0,Petrol,Automatic,13.7,1991,183.0,White,5.0,26.76,Mercedes-Benz
3088,Toyota Qualis,Pune,2004,77757.0,Diesel,Manual,13.1,2446,75.0,Black/Silver,10.0,3.5,Toyota
3089,Skoda Octavia,Chennai,2006,72000.0,Diesel,Manual,18.7,1896,66.0,Black/Silver,5.0,3.2,Skoda
3090,Maruti Vitara,Kochi,2018,57078.0,Diesel,Manual,24.3,1248,88.5,White,5.0,10.19,Maruti
3091,Volkswagen Polo,Mumbai,2017,27853.0,Petrol,Automatic,17.21,1197,103.5,Others,5.0,8.25,Volkswagen
3092,Honda City,Kochi,2016,36367.0,Petrol,Manual,17.8,1497,117.3,White,5.0,7.73,Honda
3093,Ford Ecosport,Jaipur,2014,93321.0,Diesel,Manual,22.7,1498,89.84,Black/Silver,5.0,6.25,Ford
3094,BMW 3,Hyderabad,2010,73336.0,Diesel,Automatic,13.2,1995,170.0,White,5.0,10.69,BMW
3095,BMW 3,Hyderabad,2015,30000.0,Diesel,Automatic,18.88,1995,184.0,Others,5.0,22.0,BMW
3096,Maruti Swift,Coimbatore,2014,57676.0,Petrol,Manual,19.1,1197,85.8,White,5.0,6.69,Maruti
3097,Toyota Fortuner,Delhi,2013,65000.0,Diesel,Automatic,12.55,2982,168.5,White,7.0,16.5,Toyota
3099,Mahindra XUV500,Jaipur,2016,54000.0,Diesel,Automatic,16.0,2179,140.0,Others,7.0,13.25,Mahindra
3100,Mercedes-Benz New,Bangalore,2014,57000.0,Diesel,Manual,15.8,2148,170.0,White,5.0,18.0,Mercedes-Benz
3101,Ford Fiesta,Ahmedabad,2013,96000.0,Diesel,Manual,23.5,1498,90.0,White,5.0,3.5,Ford
3102,Toyota Innova,Kochi,2013,62162.0,Diesel,Manual,12.99,2494,100.0,Others,7.0,8.31,Toyota
3103,Hyundai Accent,Jaipur,2010,52325.0,Petrol,Manual,16.36,1495,93.7,White,5.0,2.0,Hyundai
3104,Mahindra Ssangyong,Ahmedabad,2013,80000.0,Diesel,Automatic,11.18,2696,184.0,Others,7.0,9.5,Mahindra
3105,Honda City,Kolkata,2009,42000.0,Petrol,Manual,17.0,1497,118.0,White,5.0,2.3,Honda
3106,Hyundai EON,Hyderabad,2011,68128.0,Petrol,Manual,21.1,814,55.2,White,5.0,2.3,Hyundai
3107,Land Rover Freelander,Hyderabad,2013,46000.0,Diesel,Automatic,0.0,2179,115.0,Others,5.0,26.0,Land
3108,Maruti Swift,Pune,2014,115000.0,Diesel,Manual,28.4,1248,74.0,Others,5.0,4.5,Maruti
3109,Renault Duster,Coimbatore,2015,63591.0,Diesel,Manual,20.45,1461,83.8,White,5.0,5.35,Renault
3111,Maruti Swift,Ahmedabad,2015,36100.0,Petrol,Manual,20.4,1197,81.8,Black/Silver,5.0,4.5,Maruti
3112,Maruti Ertiga,Pune,2012,63001.0,Diesel,Manual,20.77,1248,88.76,White,7.0,6.11,Maruti
3114,Mahindra KUV,Jaipur,2018,15900.0,Petrol,Manual,18.15,1198,82.0,Black/Silver,6.0,6.25,Mahindra
3115,Volkswagen Polo,Mumbai,2015,27000.0,Petrol,Manual,16.47,1198,74.0,Others,5.0,4.35,Volkswagen
3116,Renault Koleos,Delhi,2013,65000.0,Diesel,Automatic,13.73,1995,148.0,Black/Silver,5.0,7.5,Renault
3117,Hyundai i10,Pune,2014,90000.0,Petrol,Manual,20.36,1197,78.9,White,5.0,2.8,Hyundai
3118,Mercedes-Benz S-Class,Mumbai,2006,30000.0,Petrol,Manual,13.0,2987,210.0,White,5.0,10.75,Mercedes-Benz
3119,Maruti Baleno,Chennai,2016,16000.0,Petrol,Manual,21.4,1197,83.1,Black/Silver,5.0,6.95,Maruti
3120,Volkswagen Polo,Hyderabad,2019,1000.0,Petrol,Manual,18.78,999,75.0,Others,5.0,5.68,Volkswagen
3121,Maruti Baleno,Mumbai,2016,12573.0,Petrol,Manual,21.4,1197,83.1,Black/Silver,5.0,5.8,Maruti
3122,Honda City,Bangalore,2009,71400.0,Petrol,Manual,17.0,1497,118.0,White,5.0,3.8,Honda
3123,Maruti Ritz,Mumbai,2014,33000.0,Petrol,Manual,21.1,1197,85.8,White,5.0,3.25,Maruti
3124,Mercedes-Benz R-Class,Mumbai,2011,82000.0,Petrol,Automatic,11.8,3498,272.0,Others,7.0,16.85,Mercedes-Benz
3125,Maruti Ignis,Coimbatore,2019,16862.0,Petrol,Manual,20.89,1197,81.8,Black/Silver,5.0,6.06,Maruti
3126,Hyundai i10,Kolkata,2012,29000.0,Petrol,Manual,20.36,1197,78.9,Others,5.0,2.35,Hyundai
3127,Mahindra XUV500,Coimbatore,2014,86091.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,10.09,Mahindra
3128,Hyundai Creta,Coimbatore,2017,38271.0,Petrol,Manual,15.29,1591,121.3,Black/Silver,5.0,12.53,Hyundai
3129,Hyundai i20,Mumbai,2017,14000.0,Petrol,Manual,18.6,1197,81.83,Others,5.0,5.95,Hyundai
3130,Nissan Terrano,Hyderabad,2013,63220.0,Petrol,Manual,13.24,1598,102.5,Others,5.0,6.5,Nissan
3131,Audi A4,Coimbatore,2015,21979.0,Diesel,Automatic,17.11,1968,174.33,Black/Silver,5.0,23.45,Audi
3132,Toyota Innova,Jaipur,2015,75000.0,Diesel,Manual,12.99,2494,100.6,White,8.0,11.75,Toyota
3133,Toyota Innova,Ahmedabad,2015,70000.0,Diesel,Manual,12.99,2494,100.6,Others,7.0,12.0,Toyota
3134,Tata Tiago,Coimbatore,2019,20712.0,Petrol,Manual,23.84,1199,84.0,Black/Silver,5.0,6.94,Tata
3135,Honda Brio,Delhi,2013,33000.0,Petrol,Manual,19.4,1198,86.8,White,5.0,3.24,Honda
3137,Honda City,Kolkata,2011,48466.0,Petrol,Manual,17.0,1497,118.0,White,5.0,3.26,Honda
3138,Honda Amaze,Chennai,2014,48000.0,Petrol,Manual,18.0,1198,86.7,Black/Silver,5.0,4.75,Honda
3139,Ford Figo,Jaipur,2014,59327.0,Diesel,Manual,20.0,1399,68.0,White,5.0,3.25,Ford
3140,BMW X6,Ahmedabad,2015,97003.0,Diesel,Automatic,15.87,2993,308.43,Others,5.0,85.0,BMW
3141,Ford Figo,Hyderabad,2010,51192.0,Petrol,Manual,15.6,1196,70.0,Others,5.0,2.65,Ford
3142,Skoda Fabia,Mumbai,2012,27014.0,Petrol,Manual,16.25,1198,75.0,White,5.0,2.19,Skoda
3143,BMW X1,Mumbai,2016,31000.0,Diesel,Automatic,17.05,1995,190.0,White,5.0,29.5,BMW
3144,Volkswagen Polo,Kolkata,2014,22000.0,Petrol,Manual,16.47,1198,74.0,Others,5.0,4.11,Volkswagen
3145,Maruti Baleno,Mumbai,2018,3000.0,Petrol,Automatic,21.4,1197,83.1,White,5.0,8.85,Maruti
3146,Toyota Innova,Pune,2008,178280.0,Diesel,Manual,12.8,2494,102.0,Others,8.0,5.9,Toyota
3147,BMW X5,Bangalore,2009,90000.0,Diesel,Automatic,11.0,2993,235.0,Black/Silver,5.0,17.75,BMW
3148,Honda City,Coimbatore,2012,26671.0,Petrol,Manual,17.0,1497,118.0,Others,5.0,5.67,Honda
3149,Maruti Alto,Hyderabad,2012,46004.0,Petrol,Manual,20.92,998,67.1,Others,5.0,2.4,Maruti
3150,Tata Indigo,Chennai,2016,78000.0,Diesel,Manual,25.0,1396,69.01,White,5.0,2.35,Tata
3151,Toyota Corolla,Chennai,2004,105000.0,Petrol,Automatic,11.3,1794,125.0,White,5.0,2.5,Toyota
3152,Toyota Innova,Pune,2011,156347.0,Diesel,Manual,12.99,2494,100.0,White,8.0,8.0,Toyota
3153,Honda City,Kochi,2015,63818.0,Petrol,Manual,17.4,1497,117.3,White,5.0,6.57,Honda
3154,Hyundai i20,Hyderabad,2012,60788.0,Diesel,Manual,23.0,1396,90.0,Others,5.0,4.5,Hyundai
3155,Maruti Alto,Delhi,2015,61000.0,Petrol,Manual,22.74,796,47.3,Black/Silver,5.0,2.15,Maruti
3156,Honda Mobilio,Mumbai,2015,25000.0,Petrol,Manual,17.3,1497,117.3,Black/Silver,7.0,4.25,Honda
3157,Maruti Omni,Hyderabad,2012,71791.0,Petrol,Manual,14.0,796,35.0,Others,5.0,2.05,Maruti
3158,Hyundai i10,Pune,2013,84000.0,Petrol,Manual,19.81,1086,68.05,Black/Silver,5.0,2.95,Hyundai
3159,Land Rover Freelander,Jaipur,2012,119203.0,Diesel,Automatic,0.0,2179,115.0,Others,5.0,16.5,Land
3160,Skoda Rapid,Mumbai,2015,33000.0,Petrol,Manual,15.0,1598,103.52,Black/Silver,5.0,5.6,Skoda
3161,Mercedes-Benz M-Class,Mumbai,2012,52000.0,Diesel,Automatic,15.26,2143,203.2,White,5.0,29.95,Mercedes-Benz
3162,Maruti Wagon,Jaipur,2010,70000.0,LPG,Manual,26.2,998,58.2,Black/Silver,5.0,2.27,Maruti
3163,Honda City,Bangalore,2012,72000.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,5.75,Honda
3164,Maruti Ritz,Hyderabad,2010,68000.0,Diesel,Manual,21.1,1248,73.9,Black/Silver,5.0,3.2,Maruti
3165,Ford Figo,Jaipur,2013,51000.0,Diesel,Manual,20.0,1399,68.1,White,5.0,2.5,Ford
3166,Hyundai i10,Coimbatore,2014,60138.0,Petrol,Manual,19.81,1086,68.05,White,5.0,4.09,Hyundai
3167,Maruti Swift,Delhi,2015,76128.0,Diesel,Manual,26.59,1248,74.0,Black/Silver,5.0,5.5,Maruti
3168,Hyundai Santa,Bangalore,2012,43000.0,Diesel,Automatic,11.72,2199,194.3,Black/Silver,7.0,10.75,Hyundai
3169,Skoda Octavia,Ahmedabad,2014,50000.0,Petrol,Automatic,14.7,1798,177.6,Others,5.0,13.5,Skoda
3170,Honda City,Pune,2014,71000.0,Diesel,Manual,25.1,1498,98.6,White,5.0,7.45,Honda
3171,Maruti Alto,Jaipur,2017,18491.0,Petrol,Automatic,24.07,998,67.1,Others,5.0,3.9,Maruti
3172,Mercedes-Benz S-Class,Bangalore,2011,47140.0,Diesel,Automatic,13.5,2925,281.61,Black/Silver,5.0,30.0,Mercedes-Benz
3173,Nissan Micra,Kolkata,2011,43000.0,Petrol,Manual,18.06,1198,75.0,White,5.0,2.13,Nissan
3174,Honda City,Delhi,2011,60000.0,Petrol,Automatic,16.8,1497,118.0,Black/Silver,5.0,4.45,Honda
3175,Renault KWID,Jaipur,2016,4152.0,Petrol,Manual,25.17,799,53.3,White,5.0,3.15,Renault
3176,Tata Manza,Pune,2012,148000.0,Diesel,Manual,21.12,1248,88.8,White,5.0,2.9,Tata
3177,BMW 3,Kolkata,2011,70000.0,Diesel,Automatic,22.69,1995,190.0,Others,5.0,10.3,BMW
3178,Maruti Ertiga,Mumbai,2018,18000.0,Petrol,Manual,16.02,1373,93.7,Others,7.0,8.25,Maruti
3180,Ford EcoSport,Mumbai,2017,22695.0,Petrol,Manual,18.88,999,123.24,White,5.0,8.5,Ford
3181,Maruti Alto,Kolkata,2016,24300.0,Petrol,Manual,22.74,796,47.3,Black/Silver,5.0,2.44,Maruti
3182,Honda Amaze,Kochi,2014,66355.0,Petrol,Manual,18.0,1198,86.7,Black/Silver,5.0,4.12,Honda
3183,Chevrolet Beat,Chennai,2012,75300.0,Diesel,Manual,25.44,936,57.6,Black/Silver,5.0,2.25,Chevrolet
3184,Maruti Ciaz,Jaipur,2015,65218.0,Diesel,Manual,26.21,1248,88.5,Others,5.0,7.4,Maruti
3185,Mercedes-Benz S,Mumbai,2006,103000.0,Petrol,Automatic,10.13,3498,364.9,Others,5.0,8.85,Mercedes-Benz
3186,Maruti S,Bangalore,2015,55392.0,Diesel,Manual,23.65,1248,89.0,Others,5.0,8.25,Maruti
3187,Maruti Swift,Jaipur,2015,50000.0,Diesel,Manual,17.8,1248,75.0,Others,5.0,5.7,Maruti
3188,Datsun redi-GO,Coimbatore,2017,27509.0,Petrol,Manual,22.7,799,53.64,Black/Silver,5.0,3.31,Datsun
3189,Hyundai i20,Chennai,2017,12000.0,Diesel,Manual,22.54,1396,88.73,White,5.0,7.3,Hyundai
3190,Maruti Swift,Delhi,2013,40000.0,Petrol,Manual,17.5,1298,85.8,Black/Silver,5.0,4.25,Maruti
3191,Tata Indigo,Chennai,2015,100073.0,Diesel,Manual,25.0,1396,69.01,White,5.0,2.0,Tata
3192,Toyota Innova,Delhi,2014,77795.0,Diesel,Manual,12.99,2494,100.6,Others,8.0,9.5,Toyota
3193,Maruti Swift,Ahmedabad,2012,65000.0,Diesel,Manual,22.9,1248,74.0,White,5.0,3.9,Maruti
3194,Honda City,Pune,2013,100000.0,Petrol,Manual,16.8,1497,116.3,Others,5.0,6.25,Honda
3195,Tata Bolt,Hyderabad,2017,40000.0,Diesel,Manual,22.95,1248,74.0,Others,5.0,5.25,Tata
3196,Honda City,Coimbatore,2004,186679.0,Petrol,Manual,13.0,1493,100.0,Black/Silver,5.0,1.76,Honda
3197,Ford Figo,Kolkata,2012,60000.0,Diesel,Manual,20.0,1399,68.0,Black/Silver,5.0,2.1,Ford
3198,Hyundai EON,Hyderabad,2017,31829.0,Petrol,Manual,21.1,814,55.2,Others,5.0,3.65,Hyundai
3199,Hyundai i20,Mumbai,2018,17000.0,Petrol,Manual,18.6,1197,81.83,Others,5.0,6.5,Hyundai
3201,Maruti Wagon,Kolkata,2017,17000.0,Petrol,Automatic,22.5,998,67.0,Others,5.0,3.95,Maruti
3202,Maruti Swift,Delhi,2018,11500.0,Diesel,Automatic,28.4,1248,74.0,Black/Silver,5.0,7.5,Maruti
3203,Mahindra Xylo,Coimbatore,2014,67771.0,Diesel,Manual,11.68,2498,112.0,Black/Silver,8.0,7.06,Mahindra
3205,Mercedes-Benz GLE,Coimbatore,2018,40129.0,Diesel,Automatic,11.57,2987,254.79,Black/Silver,5.0,70.8,Mercedes-Benz
3206,Volkswagen Polo,Hyderabad,2015,75600.0,Diesel,Manual,20.14,1498,88.8,Black/Silver,5.0,5.8,Volkswagen
3207,Renault Scala,Hyderabad,2013,130000.0,Diesel,Manual,21.64,1461,84.8,White,5.0,4.75,Renault
3208,Ford Classic,Chennai,2014,83500.0,Diesel,Manual,19.68,1399,67.0,White,5.0,3.0,Ford
3209,Maruti Celerio,Pune,2016,38009.0,Petrol,Automatic,23.1,998,67.04,Others,5.0,4.25,Maruti
3210,Renault KWID,Hyderabad,2016,48000.0,Petrol,Manual,25.17,799,53.3,Others,5.0,3.4,Renault
3211,Toyota Fortuner,Jaipur,2015,59000.0,Diesel,Manual,13.0,2982,168.5,Others,7.0,23.0,Toyota
3213,Hyundai i10,Jaipur,2015,43571.0,Petrol,Manual,20.36,1197,78.9,Others,5.0,3.55,Hyundai
3214,Mercedes-Benz GLA,Kochi,2017,72524.0,Diesel,Automatic,17.9,2143,136.0,White,5.0,18.06,Mercedes-Benz
3215,Jaguar XF,Coimbatore,2016,47877.0,Diesel,Automatic,16.36,2179,187.7,White,5.0,35.68,Jaguar
3216,Volkswagen Vento,Kochi,2012,60818.0,Petrol,Manual,16.09,1598,103.5,Others,5.0,3.59,Volkswagen
3217,Audi A4,Kochi,2015,13506.0,Diesel,Automatic,18.25,1968,187.74,Others,5.0,21.66,Audi
3218,Maruti Zen,Kolkata,2009,37000.0,Petrol,Manual,17.3,993,60.0,White,5.0,1.0,Maruti
3219,Mercedes-Benz E-Class,Coimbatore,2016,43252.0,Diesel,Automatic,13.0,2143,204.0,Others,5.0,34.18,Mercedes-Benz
3220,Hyundai Creta,Bangalore,2015,29000.0,Diesel,Manual,19.67,1582,126.2,White,5.0,13.0,Hyundai
3221,Hyundai Verna,Pune,2010,51000.0,Petrol,Manual,16.2,1599,103.2,Black/Silver,5.0,3.1,Hyundai
3222,Maruti Swift,Hyderabad,2014,61922.0,Petrol,Manual,20.4,1197,81.8,Black/Silver,5.0,5.3,Maruti
3223,Chevrolet Aveo,Kolkata,2007,42000.0,Petrol,Manual,14.49,1399,92.7,Black/Silver,5.0,0.75,Chevrolet
3224,Maruti Swift,Ahmedabad,2017,26000.0,Diesel,Manual,26.59,1248,74.0,Others,5.0,7.5,Maruti
3225,Ford Ecosport,Kochi,2016,31826.0,Diesel,Manual,22.7,1498,89.84,Black/Silver,5.0,8.24,Ford
3226,Hyundai Creta,Kochi,2018,41641.0,Diesel,Manual,21.38,1396,88.7,Black/Silver,5.0,10.82,Hyundai
3227,Ford Figo,Chennai,2011,56500.0,Diesel,Manual,20.0,1399,68.0,Others,5.0,2.9,Ford
3228,Volkswagen Jetta,Mumbai,2012,78000.0,Diesel,Manual,19.33,1968,138.1,White,5.0,6.5,Volkswagen
3229,Maruti Alto,Hyderabad,2011,28619.0,Petrol,Manual,19.7,796,46.3,White,5.0,2.4,Maruti
3230,Hyundai i20,Chennai,2009,69000.0,Petrol,Manual,18.5,1197,80.0,White,5.0,2.4,Hyundai
3231,Mercedes-Benz E-Class,Delhi,2011,70000.0,Diesel,Automatic,14.21,2143,203.0,Others,5.0,13.0,Mercedes-Benz
3232,Maruti Celerio,Bangalore,2014,49800.0,Petrol,Automatic,23.1,998,67.04,White,5.0,4.0,Maruti
3233,Renault KWID,Jaipur,2016,12500.0,Petrol,Manual,25.17,799,53.3,White,5.0,2.75,Renault
3234,Ford Figo,Hyderabad,2010,108882.0,Diesel,Manual,20.0,1399,68.0,White,5.0,2.4,Ford
3235,Honda City,Hyderabad,2014,75578.0,Diesel,Manual,25.1,1498,98.6,Black/Silver,5.0,7.0,Honda
3236,Audi Q5,Hyderabad,2014,50000.0,Diesel,Automatic,14.16,1968,174.3,Others,5.0,35.0,Audi
3237,Honda CR-V,Jaipur,2007,119000.0,Petrol,Manual,13.1,1997,141.1,Black/Silver,5.0,3.91,Honda
3238,Hyundai i10,Mumbai,2011,54000.0,Petrol,Automatic,19.2,1197,80.0,Black/Silver,5.0,2.9,Hyundai
3239,Hyundai Creta,Coimbatore,2019,54321.0,Diesel,Manual,19.67,1582,126.2,Black/Silver,5.0,13.54,Hyundai
3240,Mahindra Scorpio,Delhi,2015,61000.0,Diesel,Manual,15.4,2179,120.0,Others,8.0,9.5,Mahindra
3241,Maruti Wagon,Pune,2010,91000.0,Petrol,Manual,18.9,998,67.1,White,5.0,2.3,Maruti
3242,Hyundai Santro,Pune,2012,79000.0,Petrol,Manual,17.92,1086,62.1,White,5.0,1.6,Hyundai
3243,Hyundai i20,Mumbai,2017,3900.0,Petrol,Manual,18.6,1197,81.83,Others,5.0,6.45,Hyundai
3244,Mahindra Verito,Hyderabad,2013,107000.0,Diesel,Manual,21.03,1461,65.0,Others,5.0,3.7,Mahindra
3245,Honda Accord,Mumbai,2007,86000.0,Petrol,Manual,11.9,2354,144.0,Others,5.0,1.85,Honda
3246,Mahindra XUV500,Mumbai,2012,37000.0,Diesel,Manual,16.0,2179,140.0,White,7.0,7.75,Mahindra
3247,Toyota Fortuner,Kochi,2019,21719.0,Diesel,Automatic,12.9,2755,174.5,White,7.0,33.13,Toyota
3248,Maruti Baleno,Chennai,2017,46663.0,Petrol,Manual,21.1,998,100.0,Others,5.0,6.95,Maruti
3249,Audi Q3,Bangalore,2014,65630.0,Diesel,Automatic,15.73,1968,174.33,Others,5.0,21.75,Audi
3250,Honda Brio,Bangalore,2014,43521.0,Petrol,Manual,19.4,1198,86.8,Black/Silver,5.0,4.25,Honda
3251,Hyundai Verna,Kolkata,2011,36226.0,Petrol,Manual,17.01,1591,121.3,Black/Silver,5.0,2.95,Hyundai
3252,Renault Duster,Bangalore,2014,70000.0,Diesel,Manual,19.6,1461,108.45,White,5.0,8.25,Renault
3253,Toyota Etios,Coimbatore,2013,27075.0,Petrol,Manual,17.6,1496,88.73,Others,5.0,4.95,Toyota
3254,Hyundai i10,Coimbatore,2013,64466.0,Petrol,Manual,19.81,1086,68.05,Black/Silver,5.0,3.96,Hyundai
3255,Audi A4,Coimbatore,2015,44811.0,Diesel,Automatic,17.11,1968,174.33,White,5.0,25.81,Audi
3256,Toyota Innova,Bangalore,2007,127079.0,Diesel,Manual,12.8,2494,102.0,Black/Silver,7.0,6.99,Toyota
3257,BMW X1,Ahmedabad,2014,82002.0,Diesel,Automatic,17.05,1995,184.0,Others,5.0,18.5,BMW
3258,Maruti SX4,Hyderabad,2016,82497.0,Diesel,Manual,23.65,1248,88.5,Others,5.0,8.99,Maruti
3259,Mahindra XUV500,Delhi,2017,13363.0,Diesel,Manual,16.0,1997,140.0,White,7.0,12.0,Mahindra
3260,Skoda Rapid,Pune,2013,64186.0,Diesel,Manual,20.5,1598,103.5,White,5.0,3.76,Skoda
3261,Maruti Ertiga,Chennai,2015,40000.0,Diesel,Manual,20.77,1248,88.8,Black/Silver,7.0,8.25,Maruti
3262,Skoda Rapid,Mumbai,2015,54000.0,Petrol,Automatic,14.3,1598,103.52,Others,5.0,6.11,Skoda
3263,Honda City,Pune,2012,66000.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,4.45,Honda
3264,Volkswagen Vento,Chennai,2011,41000.0,Diesel,Manual,20.54,1598,103.6,Others,5.0,4.0,Volkswagen
3265,Toyota Fortuner,Bangalore,2015,150386.0,Diesel,Manual,14.24,2755,174.5,Others,7.0,23.0,Toyota
3266,Hyundai i20,Ahmedabad,2010,65000.0,Petrol,Manual,18.5,1197,80.0,Others,5.0,3.0,Hyundai
3267,Hyundai i10,Kolkata,2012,58235.0,Petrol,Manual,20.36,1197,78.9,Others,5.0,2.45,Hyundai
3268,Maruti Ciaz,Coimbatore,2016,54268.0,Diesel,Manual,28.09,1248,88.5,Others,5.0,7.67,Maruti
3269,Datsun redi-GO,Kochi,2018,30953.0,Petrol,Manual,22.7,799,53.64,Black/Silver,5.0,3.48,Datsun
3270,Maruti Swift,Pune,2013,88000.0,Diesel,Manual,23.4,1248,74.0,Others,5.0,4.75,Maruti
3271,Renault Duster,Ahmedabad,2013,58000.0,Diesel,Manual,19.01,1461,108.45,White,5.0,5.2,Renault
3272,Hyundai EON,Chennai,2012,45000.0,Petrol,Manual,21.1,814,55.2,White,5.0,2.5,Hyundai
3273,Mercedes-Benz E-Class,Kolkata,2014,34233.0,Diesel,Automatic,14.21,2143,203.0,Others,5.0,22.5,Mercedes-Benz
3274,Hyundai i20,Bangalore,2017,43000.0,Diesel,Manual,22.54,1396,88.73,Others,5.0,8.2,Hyundai
3275,Renault Duster,Hyderabad,2015,63000.0,Diesel,Manual,19.72,1461,108.45,Others,5.0,8.2,Renault
3276,Maruti Swift,Delhi,2013,72486.0,Diesel,Manual,23.4,1248,74.0,Black/Silver,5.0,3.95,Maruti
3277,Ford Figo,Mumbai,2014,54000.0,Diesel,Manual,20.0,1399,68.05,White,5.0,3.25,Ford
3278,Volkswagen Polo,Mumbai,2011,46759.0,Petrol,Manual,16.47,1198,74.0,White,5.0,2.55,Volkswagen
3279,Audi A6,Chennai,2015,20000.0,Diesel,Automatic,18.53,1968,187.74,Others,5.0,35.5,Audi
3280,Volkswagen Ameo,Jaipur,2016,58095.0,Diesel,Manual,21.66,1498,108.62,Black/Silver,5.0,5.8,Volkswagen
3281,Maruti Wagon,Kolkata,2011,37000.0,Petrol,Manual,18.9,998,67.1,White,5.0,2.1,Maruti
3282,Mahindra XUV500,Kolkata,2013,55886.0,Diesel,Manual,16.0,2179,140.0,Black/Silver,7.0,7.25,Mahindra
3283,Maruti Ertiga,Jaipur,2014,98000.0,Petrol,Manual,16.02,1373,93.7,Others,7.0,5.5,Maruti
3284,Ford Ecosport,Mumbai,2013,38000.0,Petrol,Automatic,16.5,1499,110.0,Black/Silver,5.0,6.25,Ford
3285,BMW 3,Bangalore,2009,70521.0,Petrol,Automatic,10.9,2497,215.0,Black/Silver,5.0,10.3,BMW
3286,Hyundai i20,Coimbatore,2015,29634.0,Petrol,Manual,17.0,1197,80.0,Black/Silver,5.0,6.0,Hyundai
3287,Maruti Ertiga,Ahmedabad,2012,28002.0,Petrol,Manual,16.02,1373,93.7,Others,7.0,5.75,Maruti
3288,BMW 3,Hyderabad,2015,10000.0,Diesel,Automatic,18.88,1995,184.0,Black/Silver,5.0,30.0,BMW
3289,Maruti Wagon,Hyderabad,2012,72389.0,LPG,Manual,26.2,998,58.2,Others,5.0,3.2,Maruti
3290,Honda City,Ahmedabad,2018,14000.0,Petrol,Manual,17.4,1497,117.3,Black/Silver,5.0,11.25,Honda
3291,Hyundai Xcent,Pune,2015,58000.0,Diesel,Manual,24.4,1120,71.0,Others,5.0,5.5,Hyundai
3292,Hyundai i10,Coimbatore,2012,43766.0,Petrol,Manual,20.36,1197,78.9,White,5.0,4.3,Hyundai
3293,Maruti Wagon,Mumbai,2018,1997.0,Petrol,Automatic,22.5,998,67.0,White,5.0,4.45,Maruti
3294,BMW 5,Delhi,2013,65000.0,Diesel,Automatic,22.48,1995,190.0,Others,5.0,21.26,BMW
